0.00001395	0.0000306	0.0000261	0.000005115	0.000002115	0.0000291	0.0000246	0.0000261	0.000008115	0	0.000014115	0.000012615	0.000014115	0	0	0.000006615	0.000005115	0.000005115	0.000000618	0.000003615	0.000008115	0.000003615	0	0	0.000006615	0.000002115	0.000005115	0	0.000002115	0	0.000002115	0.000000618	0.000003615	0.000005115	0	0.000006615	0.000000618	0.000006615	0.000003615	0.000000618	0.000008115	0.000009615	0.000002115	0.000003615	0	0.000008115	0.000006615	0.000005115	0.000006615	0.000003615
0.00000744	0.00009435	0.0000915	0.0000165	0.00001044	0.000081	0.000039	0.0000645	0.000021	0	0.00001194	0.000021	0.000051	0	0	0	0.00000894	0.0000225	0.00000294	0.0000255	0.0000165	0.00001344	0	0	0.0000345	0.00000594	0.00003	0	0.00000294	0	0.00000744	0	0.000021	0.0000285	0	0.000033	0	0.000033	0.000021	0	0.000045	0.000048	0.00000444	0.0000165	0	0.000045	0.000036	0.0000225	0.0000405	0.0000255
0	0.000199794	0.000189128	0.0000408	0.0000303	0.000166796	0.0000243	0.0000993	0.0000318	0	0.0000048	0.0000183	0.0001053	0	0	0	0.0000243	0.0000558	0.0000123	0.0000618	0.0000378	0.0000348	0	0	0.0000798	0.0000168	0.0000693	0	0.0000078	0	0.0000198	0	0.0000528	0.0000663	0	0.0000753	0	0.0000768	0.0000528	0	0.0000993	0.0001038	0.0000093	0.0000423	0	0.0000978	0.0000828	0.0000513	0.0000903	0.0000633
0.000247002	0.000464498	0.000425499	0.0001329	0.00004755	0.000408998	0.000268002	0.000343001	0.000161501	0	0.00011505	0.00013755	0.000217002	0	0	0.00002355	0.00005205	0.00007905	0.00002655	0.00006255	0.00005655	0.00005355	0.000002505	0	0.00007605	0.00002805	0.00007305	0	0.00001755	0	0.00003105	0.000002505	0.00006255	0.00006855	0	0.00009105	0.000010005	0.00009555	0.00006255	0.000007005	0.00011805	0.00013005	0.00005055	0.00006555	0	0.00011055	0.00010605	0.00008505	0.00009705	0.00006405
0.000423413	0.000562911	0.000567413	0.000235911	0.0000948	0.000495411	0.000444414	0.000504414	0.000288411	0.000004905	0.000204411	0.000241913	0.00027341	0.00002145	0.000013905	0.00004545	0.00005895	0.00006945	0.00002595	0.00003345	0.00004995	0.00004695	0.00001845	0	0.00003945	0.00002145	0.00004545	0	0.000013905	0	0.00002745	0.00001545	0.00004395	0.00004095	0	0.00007395	0.00004395	0.00008145	0.00004695	0.000007905	0.00009795	0.00011745	0.00008445	0.00006795	0	0.00008745	0.00009195	0.00009195	0.00007545	0.00003645
0.00000621	0.00000471	0.00000321	2.055E-07	2.055E-07	0.000009045	0.00000621	0.00000321	0.00000171	2.055E-07	0.00001071	0.00000471	0.00000171	2.055E-07	2.055E-07	0.00000771	0.00000321	2.055E-07	2.055E-07	2.055E-07	0.00000621	0.00000171	2.055E-07	2.055E-07	2.055E-07	2.055E-07	2.055E-07	2.055E-07	2.055E-07	2.055E-07	2.055E-07	2.055E-07	2.055E-07	2.055E-07	2.055E-07	2.055E-07	2.055E-07	2.055E-07	2.055E-07	2.055E-07	2.055E-07	2.055E-07	2.055E-07	2.055E-07	2.055E-07	2.055E-07	2.055E-07	2.055E-07	2.055E-07	2.055E-07
0.000003435	0.000004935	0.000003435	0.000000441	0.000000441	0.000007935	0.00000177	0.000003435	0.000000441	0	0.000006435	0.000003435	0.000001935	0	0	0.000004935	0.000001935	0.000000441	0.000000441	0.000000441	0.000004935	0.000001935	0.000000441	0	0.000000441	0.000000441	0.000000441	0	0.000000441	0	0.000000441	0.000000441	0.000000441	0.000000441	0	0.000001935	0.000000441	0.000000441	0.000000441	0.000000441	0.000001935	0.000001935	0.000000441	0.000000441	0	0.000001935	0.000001935	0.000000441	0.000000441	0.000000441
0.0000132	0.0000297	0.0000327	0.0000117	0.0000042	0.0000297	0.0000147	0.00002355	0.0000117	0	0.0000132	0.0000132	0.0000192	0	0	0.0000072	0.0000087	0.0000087	0.0000027	0.0000057	0.0000087	0.0000072	0.0000027	0	0.0000072	0.0000057	0.0000102	0	0.0000042	0	0.0000057	0.0000042	0.0000087	0.0000087	0	0.0000117	0.0000057	0.0000132	0.0000087	0.000001206	0.0000147	0.0000162	0.0000087	0.0000087	0	0.0000147	0.0000132	0.0000117	0.0000117	0.0000057
0.0001263	0.0001368	0.0001248	0.0000498	0.00000633	0.0001338	0.000153326	0.0001458	0.00007815	0.0000288	0.0000828	0.0000933	0.0000693	0.0000348	0.0000198	0.0000348	0.0000273	0.0000153	0.00000933	0	0.0000168	0.0000153	0.0000228	0.0000183	0	0.0000168	0.00000483	0.0000288	0.0000243	0.00000183	0.0000198	0.0000318	0.00001233	0	0.00001383	0.0000198	0.0000528	0.0000243	0.00001083	0.00001233	0.0000273	0.0000378	0.0000663	0.0000303	0.0000213	0.0000213	0.0000333	0.0000483	0.00000783	0
0.000314645	0.000362646	0.000410648	0.000214149	0.0000402	0.000344646	0.000365649	0.000410645	0.000269649	0.00006405	0.000197645	0.000242649	0.000230649	0.0000867	0.0000327	0.0000582	0.0000567	0.0000492	0.0000222	0.00000264	0.0000387	0.0000357	0.0000342	0.00001014	0	0.0000282	0.0000252	0.0000297	0.0000267	0	0.0000387	0.0000477	0.0000387	0.0000162	0	0.0000927	0.0001257	0.0001077	0.0000507	0.0000192	0.0001317	0.000170648	0.000193148	0.0001197	0.0000372	0.0001092	0.0001317	0.000172146	0.0000927	0.0000162
0.000007125	0.000004125	0.000002625	1.1175E-06	0	0.00000861	0.000007125	0.000004125	1.1175E-06	1.1175E-06	0.000011445	0.000005625	1.1175E-06	1.1175E-06	1.1175E-06	0.000008625	0.000004125	1.1175E-06	0	0	0.00000711	0.000002625	1.1175E-06	1.1175E-06	0	1.1175E-06	0	1.1175E-06	1.1175E-06	1.1175E-06	1.1175E-06	1.1175E-06	0	0	1.1175E-06	0	1.1175E-06	0	0	0	0	0	1.1175E-06	0	1.1175E-06	0	0	0	0	0
